data,valores,pedidos,temp_max,temp_min,temp_media,umid_max,umid_min,umid_mediana,rad_min,rad_max,rad_mediana,vento_raj_max,vento_vel_media,precipitacao_total,dia_semana_num,dia_semana_binario,day_of_year,mes,trimestre,Chuva_aberta,dia_mes,feriado,vespera_feriado,semana_ano
2022-05-28,1315.46,38.0,20.6,16.9,18.06,100.0,83.0,98.0,1.2,967.1,47.3,6.2,1.14,7.8,5.0,1.0,148,5,2,7.6,28.0,0,0,21
2022-05-29,1420.81,42.0,18.6,15.2,17.06,100.0,85.0,100.0,0.1,297.3,12.0,6.9,1.42,11.0,6.0,1.0,149,5,2,0.0,29.0,0,1,21
2022-05-30,427.06,19.0,15.3,6.3,10.59,100.0,45.0,86.0,0.4,2229.0,584.1,6.3,1.54,0.2,0.0,0.0,150,5,2,0.2,30.0,1,0,22
2022-05-31,417.9,18.0,12.0,1.2,6.15,100.0,47.0,90.5,58.4,2228.5,1326.3,6.4,1.24,0.0,1.0,0.0,151,5,2,0.0,31.0,0,0,22
2022-06-01,222.06,12.0,13.0,1.4,6.27,100.0,56.0,92.5,44.9,2053.1,1261.3,8.3,1.42,0.2,2.0,0.0,152,6,2,0.0,1.0,0,0,22
2022-06-02,355.88,18.0,14.0,3.9,7.73,100.0,45.0,92.5,44.3,1997.8,1268.6,7.5,1.69,0.0,3.0,0.0,153,6,2,0.0,2.0,0,0,22
2022-06-03,519.7,27.0,13.3,2.9,7.52,100.0,53.0,89.0,53.3,2196.0,1302.7,7.0,1.52,0.0,4.0,0.0,154,6,2,0.0,3.0,0,0,22
2022-06-04,1155.91,48.0,17.9,5.3,10.89,100.0,68.0,88.0,30.9,1855.0,704.5,7.0,2.04,0.2,5.0,1.0,155,6,2,0.0,4.0,0,0,22
2022-06-05,1095.29,43.0,17.5,14.1,15.48,100.0,83.0,97.5,0.1,460.3,116.7,4.6,1.24,10.0,6.0,1.0,156,6,2,3.2,5.0,0,0,22
2022-06-06,396.4,18.0,19.1,16.2,17.27,100.0,91.0,100.0,0.0,384.7,65.1,9.5,1.71,38.2,0.0,0.0,157,6,2,0.0,6.0,0,0,23
2022-06-07,804.14,35.0,17.5,14.4,15.78,100.0,92.0,100.0,0.1,693.5,22.45,5.9,2.04,2.6,1.0,0.0,158,6,2,0.2,7.0,0,0,23
2022-06-08,649.48,28.0,17.0,12.9,14.72,100.0,88.0,100.0,0.3,624.7,448.25,4.4,1.17,0.2,2.0,0.0,159,6,2,0.0,8.0,0,0,23
2022-06-09,789.47,29.0,18.6,14.6,15.19,100.0,80.0,98.0,19.4,1619.6,342.4,5.2,1.43,0.0,3.0,0.0,160,6,2,0.0,9.0,0,0,23
2022-06-10,765.04,25.0,15.1,6.0,12.85,100.0,44.0,96.5,31.5,1965.2,827.3,8.4,1.57,0.6,4.0,0.0,161,6,2,0.2,10.0,0,0,23
2022-06-11,791.85,21.0,12.9,2.5,6.82,93.0,36.0,67.5,48.9,2191.6,1290.1,7.2,1.27,0.0,5.0,1.0,162,6,2,0.0,11.0,0,0,23
2022-06-12,1891.27,48.0,16.9,5.3,9.75,87.0,35.0,62.0,46.6,2178.5,1271.0,5.9,1.45,0.0,6.0,1.0,163,6,2,0.0,12.0,0,0,23
2022-06-13,532.14,19.0,16.9,2.5,8.67,100.0,53.0,96.0,36.4,2116.4,1251.0,1.3,0.48,0.0,0.0,0.0,164,6,2,0.0,13.0,0,0,24
2022-06-14,1095.46,35.0,18.5,6.0,10.5,100.0,68.0,100.0,29.3,2121.4,1050.0,,,0.2,1.0,0.0,165,6,2,0.0,14.0,0,0,24
2022-06-15,812.84,28.0,22.0,5.6,12.85,100.0,53.0,93.5,50.2,2102.6,1229.0,,,0.2,2.0,0.0,166,6,2,0.0,15.0,0,0,24
2022-06-16,1524.28,42.0,18.5,6.7,12.5,100.0,79.0,100.0,25.8,1041.2,366.5,,,0.2,3.0,0.0,167,6,2,0.0,16.0,0,0,24
2022-06-17,603.96,21.0,16.3,10.1,14.49,100.0,84.0,100.0,0.0,181.6,43.8,,,35.0,4.0,0.0,168,6,2,4.2,17.0,0,0,24
2022-06-18,736.4,25.0,13.1,2.9,8.12,100.0,40.0,85.0,41.7,2127.9,1272.5,,,0.0,5.0,1.0,169,6,2,0.0,18.0,0,0,24
2022-06-19,1385.11,40.0,17.0,1.1,7.02,100.0,52.0,99.5,42.4,2159.7,1251.2,,,0.2,6.0,1.0,170,6,2,0.0,19.0,0,0,24
2022-06-20,656.13,22.0,18.9,4.0,9.87,100.0,69.0,100.0,24.7,2021.0,1020.6,,,0.2,0.0,0.0,171,6,2,0.0,20.0,0,0,25
2022-06-21,675.01,23.0,17.1,11.5,13.98,100.0,91.0,100.0,4.7,164.1,41.85,,,35.4,1.0,0.0,172,6,2,22.6,21.0,0,0,25
2022-06-22,253.9,11.0,16.3,14.0,14.61,100.0,91.0,100.0,0.0,469.8,108.95,,,16.2,2.0,0.0,173,6,2,9.2,22.0,0,0,25
2022-06-23,661.16,23.0,15.1,13.5,14.39,100.0,93.0,100.0,0.2,992.1,93.3,,,0.4,3.0,0.0,174,6,2,0.0,23.0,0,0,25
2022-06-24,580.3,21.0,14.5,12.7,13.56,100.0,96.0,100.0,0.0,217.6,148.15,,,0.8,4.0,0.0,175,6,2,0.6,24.0,0,0,25
2022-06-25,638.87,25.0,14.3,10.9,12.22,100.0,71.0,93.5,0.2,917.1,448.05,,,0.8,5.0,1.0,176,6,2,0.0,25.0,0,0,25
2022-06-26,2282.66,70.0,12.9,7.5,9.57,100.0,72.0,91.0,13.9,1834.5,675.2,,,0.0,6.0,1.0,177,6,2,0.0,26.0,0,0,25
2022-06-27,503.38,19.0,20.0,9.8,13.15,100.0,75.0,97.0,10.0,1722.0,613.6,,,0.0,0.0,0.0,178,6,2,0.0,27.0,0,0,26
2022-06-28,543.7,22.0,20.8,11.2,15.85,100.0,70.0,99.0,2.6,317.5,153.2,,,4.6,1.0,0.0,179,6,2,4.6,28.0,0,0,26
2022-06-29,789.0,28.0,16.7,8.4,10.83,100.0,54.0,94.5,74.1,2117.7,812.6,,,0.2,2.0,0.0,180,6,2,0.0,29.0,0,0,26
2022-06-30,490.44,17.0,16.9,4.0,9.58,100.0,58.0,100.0,36.4,2091.7,1287.6,,,0.2,3.0,0.0,181,6,2,0.2,30.0,0,0,26
2022-07-01,972.73,33.0,17.7,4.9,9.73,100.0,70.0,100.0,20.4,1987.4,915.9,,,0.2,4.0,0.0,182,7,3,0.0,1.0,0,0,26
2022-07-02,2325.28,72.0,24.9,12.0,20.51,100.0,52.0,65.5,7.5,1731.3,571.4,,,0.0,5.0,1.0,183,7,3,0.0,2.0,0,0,26
2022-07-03,1892.51,62.0,17.8,13.6,14.65,100.0,71.0,90.0,0.1,1051.1,412.2,,,0.0,6.0,1.0,184,7,3,0.0,3.0,0,0,26
2022-07-04,1016.08,37.0,20.5,13.3,15.7,100.0,85.0,99.0,0.0,1305.1,251.3,,,5.6,0.0,0.0,185,7,3,0.0,4.0,0,0,27
2022-07-05,1248.07,43.0,23.6,13.7,17.95,100.0,73.0,100.0,17.1,1429.9,853.5,,,0.0,1.0,0.0,186,7,3,0.0,5.0,0,0,27
2022-07-06,2265.91,79.0,28.3,15.2,20.15,100.0,40.0,99.0,0.1,1776.0,131.55,,,0.0,2.0,0.0,187,7,3,0.0,6.0,0,0,27
2022-07-07,1658.65,56.0,24.9,17.8,22.46,100.0,40.0,49.5,0.3,1567.3,695.2,,,1.6,3.0,0.0,188,7,3,1.6,7.0,0,0,27
2022-07-08,800.33,30.0,17.8,12.1,14.38,100.0,91.0,98.5,0.0,755.0,160.05,,,32.6,4.0,0.0,189,7,3,6.6,8.0,0,0,27
2022-07-09,2425.89,81.0,25.1,12.4,17.31,100.0,46.0,84.0,14.6,1371.9,682.0,,,0.0,5.0,1.0,190,7,3,0.0,9.0,0,0,27
2022-07-10,4576.94,165.0,26.8,18.1,24.2,98.0,44.0,49.0,20.6,1341.5,809.1,,,0.0,6.0,1.0,191,7,3,0.0,10.0,0,0,27
2022-07-11,1514.12,52.0,30.1,13.5,24.63,100.0,41.0,50.5,6.0,1997.8,882.0,17.2,4.0,20.2,0.0,0.0,192,7,3,20.2,11.0,0,0,28
2022-07-12,838.73,31.0,14.0,7.4,11.42,100.0,59.0,90.0,0.0,1373.1,551.5,9.0,1.48,6.6,1.0,0.0,193,7,3,0.0,12.0,0,0,28
2022-07-13,766.23,30.0,14.6,3.3,8.02,100.0,70.0,100.0,24.8,2294.3,1097.1,7.0,1.73,0.2,2.0,0.0,194,7,3,0.0,13.0,0,0,28
2022-07-14,435.25,18.0,16.2,10.2,12.43,100.0,88.0,100.0,0.0,278.7,89.2,7.3,2.32,42.6,3.0,0.0,195,7,3,10.4,14.0,0,0,28
2022-07-15,740.97,27.0,19.1,14.9,16.37,100.0,91.0,100.0,3.8,880.1,351.7,8.3,2.37,15.6,4.0,0.0,196,7,3,0.8,15.0,0,0,28
2022-07-16,1541.04,52.0,23.9,11.9,17.31,100.0,74.0,97.0,5.2,1638.0,219.8,14.9,2.77,19.4,5.0,1.0,197,7,3,1.2,16.0,0,0,28
2022-07-17,1823.39,62.0,12.0,8.7,10.19,100.0,65.0,83.5,14.7,846.8,539.9,10.5,1.48,0.2,6.0,1.0,198,7,3,0.0,17.0,0,0,28
2022-07-18,657.69,25.0,15.0,4.0,8.25,100.0,70.0,100.0,25.8,2231.6,923.7,4.0,1.12,0.2,0.0,0.0,199,7,3,0.0,18.0,0,0,29
2022-07-19,767.73,30.0,12.9,7.0,9.93,100.0,83.0,100.0,0.0,633.7,336.5,6.1,1.57,0.0,1.0,0.0,200,7,3,0.0,19.0,0,0,29
2022-07-20,1424.71,57.0,19.1,8.8,12.78,100.0,80.0,100.0,21.9,2044.2,1006.7,6.5,2.01,0.2,2.0,0.0,201,7,3,0.2,20.0,0,0,29
2022-07-21,1673.2,62.0,28.2,13.6,21.46,100.0,51.0,75.5,32.8,1640.7,586.8,10.8,1.81,0.0,3.0,0.0,202,7,3,0.0,21.0,0,0,29
2022-07-22,1259.0,49.0,25.4,16.4,20.15,100.0,62.0,92.0,9.1,1423.4,598.1,6.5,1.23,0.4,4.0,0.0,203,7,3,0.4,22.0,0,0,29
2022-07-23,3047.83,112.0,24.3,15.9,19.14,100.0,73.0,99.0,24.2,2112.7,613.6,5.2,1.57,13.8,5.0,1.0,204,7,3,0.2,23.0,0,0,29
2022-07-24,4489.17,155.0,25.1,17.0,20.42,100.0,70.0,100.0,17.8,1520.1,831.0,4.3,1.12,0.0,6.0,1.0,205,7,3,0.0,24.0,0,0,29
2022-07-25,2550.06,81.0,25.8,15.4,20.45,100.0,67.0,97.0,57.2,2154.1,1369.3,5.0,1.47,0.2,0.0,0.0,206,7,3,0.2,25.0,0,0,30
2022-07-26,1936.54,61.0,22.6,16.2,18.52,100.0,80.0,98.5,0.0,2004.4,604.2,6.2,2.04,0.0,1.0,0.0,207,7,3,0.0,26.0,0,0,30
2022-07-27,1953.25,61.0,25.2,15.2,18.81,100.0,70.0,100.0,0.2,2071.7,274.6,4.1,1.09,0.2,2.0,0.0,208,7,3,0.0,27.0,0,0,30
2022-07-28,830.84,32.0,25.7,14.6,17.56,100.0,55.0,100.0,0.2,704.2,71.45,9.7,1.44,20.6,3.0,0.0,209,7,3,20.6,28.0,0,0,30
2022-07-29,1234.46,49.0,16.6,8.3,11.7,100.0,58.0,86.0,0.8,1984.8,1138.75,10.5,1.5,0.2,4.0,0.0,210,7,3,0.0,29.0,0,0,30
2022-07-30,1816.42,62.0,18.1,4.6,10.36,100.0,53.0,100.0,81.7,2316.6,1560.35,4.7,0.81,0.0,5.0,1.0,211,7,3,0.0,30.0,0,0,30
2022-07-31,2544.37,81.0,18.9,5.5,10.67,100.0,65.0,100.0,51.0,2208.1,1338.2,3.9,1.07,0.2,6.0,1.0,212,7,3,0.2,31.0,0,0,30
2022-08-01,1220.36,42.0,16.5,6.8,10.27,100.0,80.0,100.0,48.5,1928.7,914.3,5.0,0.91,0.2,0.0,0.0,213,8,3,0.2,1.0,0,0,31
2022-08-02,674.17,20.0,14.8,10.8,12.75,100.0,92.0,100.0,0.1,685.2,34.0,8.5,2.35,0.4,1.0,0.0,214,8,3,0.4,2.0,0,0,31
2022-08-03,1278.33,42.0,20.4,13.2,15.49,100.0,82.0,100.0,0.0,1873.4,67.1,8.5,2.23,0.2,2.0,0.0,215,8,3,0.2,3.0,0,0,31
2022-08-04,1245.24,40.0,24.5,12.8,17.77,100.0,59.0,100.0,0.0,1994.7,75.4,14.1,2.5,40.8,3.0,0.0,216,8,3,1.2,4.0,0,0,31
2022-08-05,1469.41,43.0,15.1,8.7,12.23,100.0,60.0,97.5,0.1,1796.3,611.35,5.7,1.4,2.0,4.0,0.0,217,8,3,0.2,5.0,0,0,31
2022-08-06,1469.24,43.0,13.1,5.2,8.83,100.0,73.0,100.0,0.2,1827.5,310.85,8.8,2.07,0.2,5.0,1.0,218,8,3,0.2,6.0,0,0,31
2022-08-07,1780.63,51.0,14.8,10.8,12.43,98.0,82.0,90.0,0.4,659.2,323.2,9.5,2.19,0.0,6.0,1.0,219,8,3,0.0,7.0,0,0,31
2022-08-08,666.08,20.0,15.4,12.1,13.62,100.0,81.0,92.0,31.9,691.5,395.5,8.5,2.51,0.4,0.0,0.0,220,8,3,0.4,8.0,0,0,32
2022-08-09,789.48,22.0,14.0,11.0,12.29,100.0,81.0,89.0,0.0,457.7,211.2,9.8,2.8,11.8,1.0,0.0,221,8,3,4.6,9.0,0,0,32
2022-08-10,755.05,20.0,17.2,9.1,11.52,100.0,52.0,88.5,0.9,1896.5,1298.1,11.4,2.97,1.0,2.0,0.0,222,8,3,0.0,10.0,0,0,32
2022-08-11,1109.58,35.0,17.6,4.4,10.41,100.0,66.0,100.0,74.3,2500.0,1050.5,6.3,1.26,0.2,3.0,0.0,223,8,3,0.2,11.0,0,0,32
2022-08-12,2256.46,70.0,22.3,7.5,14.17,100.0,53.0,93.5,143.5,2388.3,1569.8,8.2,2.08,0.2,4.0,0.0,224,8,3,0.2,12.0,0,0,32
2022-08-13,1594.61,53.0,23.1,11.3,17.5,100.0,53.0,69.5,0.8,2036.9,1118.95,8.1,2.15,0.0,5.0,1.0,225,8,3,0.0,13.0,0,0,32
2022-08-14,2417.63,77.0,22.3,11.9,16.03,100.0,65.0,100.0,44.4,2028.3,517.5,7.8,1.7,2.0,6.0,1.0,226,8,3,2.0,14.0,0,1,32
2022-08-15,1151.96,35.0,25.5,16.9,20.45,100.0,44.0,74.5,2.8,659.4,235.75,20.1,3.0,3.6,0.0,0.0,227,8,3,1.4,15.0,1,0,33
2022-08-16,1805.68,55.0,19.2,10.5,15.38,100.0,65.0,94.5,0.2,2658.0,1071.3,6.1,1.5,0.2,1.0,0.0,228,8,3,0.2,16.0,0,0,33
2022-08-17,1755.43,50.0,22.4,11.1,15.28,100.0,72.0,100.0,0.2,2131.6,379.3,6.8,1.59,0.0,2.0,0.0,229,8,3,0.0,17.0,0,0,33
2022-08-18,811.03,28.0,17.7,8.8,12.89,100.0,38.0,74.5,19.6,2621.7,1175.1,9.8,1.88,0.0,3.0,0.0,230,8,3,0.0,18.0,0,0,33
2022-08-19,733.72,25.0,13.6,1.7,7.75,100.0,35.0,72.0,2.2,2735.8,1707.75,5.4,1.1,0.0,4.0,0.0,231,8,3,0.0,19.0,0,0,33
2022-08-20,1726.19,50.0,16.3,1.2,7.66,100.0,48.0,91.5,3.3,2739.9,1722.75,7.3,1.44,0.2,5.0,1.0,232,8,3,0.0,20.0,0,0,33
2022-08-21,3461.18,101.0,19.9,3.2,10.04,100.0,53.0,99.0,3.8,2698.0,1417.95,5.0,1.3,0.0,6.0,1.0,233,8,3,0.0,21.0,0,0,33
2022-08-22,805.48,26.0,16.1,6.8,11.2,100.0,74.0,98.5,1.1,2626.1,907.0,8.0,1.82,0.2,0.0,0.0,234,8,3,0.0,22.0,0,0,34
2022-08-23,1364.19,43.0,21.0,8.0,12.7,100.0,66.0,100.0,0.8,2326.0,612.2,5.3,1.55,0.2,1.0,0.0,235,8,3,0.0,23.0,0,0,34
2022-08-24,1326.89,43.0,22.3,10.9,16.08,100.0,70.0,100.0,2.5,1799.5,720.05,4.1,1.1,0.0,2.0,0.0,236,8,3,0.0,24.0,0,0,34
2022-08-25,2386.94,65.0,29.9,13.2,21.04,100.0,36.0,77.5,5.5,2603.5,1523.2,8.3,2.15,0.0,3.0,0.0,237,8,3,0.0,25.0,0,0,34
2022-08-26,2217.05,60.0,26.6,15.8,20.76,100.0,47.0,75.0,2.0,2586.0,1077.35,7.5,1.64,0.0,4.0,0.0,238,8,3,0.0,26.0,0,0,34
2022-08-27,3812.44,115.0,31.8,16.2,23.99,100.0,32.0,54.0,4.9,2650.9,1565.1,11.0,2.1,0.0,5.0,1.0,239,8,3,0.0,27.0,0,0,34
2022-08-28,2156.97,60.0,24.1,9.1,13.03,100.0,48.0,73.0,0.9,2176.2,794.7,13.8,3.52,5.4,6.0,1.0,240,8,3,0.0,28.0,0,0,34
2022-08-29,1026.55,33.0,13.9,2.8,8.08,100.0,50.0,75.0,0.7,2884.3,1759.8,5.6,1.68,0.0,0.0,0.0,241,8,3,0.0,29.0,0,0,35
2022-08-30,691.7,22.0,18.5,6.5,11.45,100.0,58.0,80.0,0.8,2877.5,1749.9,,,0.0,1.0,0.0,242,8,3,0.0,30.0,0,0,35
2022-08-31,1135.4,35.0,22.8,8.4,14.88,100.0,47.0,84.5,7.2,2799.3,1706.0,,,0.2,2.0,0.0,243,8,3,0.0,31.0,0,0,35
2022-09-01,1731.39,55.0,28.7,12.3,19.2,100.0,48.0,70.5,2.5,2444.2,666.8,,,0.0,3.0,0.0,244,9,3,0.0,1.0,0,0,35
2022-09-02,1354.73,38.0,21.0,15.0,17.34,100.0,65.0,81.0,0.0,1842.3,300.6,,,33.4,4.0,0.0,245,9,3,0.0,2.0,0,0,35
2022-09-03,1515.25,55.0,15.4,5.6,10.83,100.0,43.0,87.0,4.4,2990.1,1101.8,,,0.0,5.0,1.0,246,9,3,0.0,3.0,0,0,35
2022-09-04,3521.92,112.0,16.9,2.5,9.34,100.0,50.0,91.0,5.2,2987.5,1908.3,,,0.2,6.0,1.0,247,9,3,0.0,4.0,0,0,35
2022-09-05,994.96,31.0,20.0,8.1,12.65,100.0,55.0,96.0,3.1,2730.9,1186.8,,,0.0,0.0,0.0,248,9,3,0.0,5.0,0,0,36
2022-09-06,1833.19,60.0,22.0,13.0,16.31,100.0,57.0,87.5,16.6,2803.3,1320.05,,,0.2,1.0,0.0,249,9,3,0.0,6.0,0,1,36
2022-09-07,5819.21,168.0,25.5,14.3,18.55,100.0,41.0,86.0,8.9,2342.0,864.0,,,0.0,2.0,0.0,250,9,3,0.0,7.0,1,0,36
2022-09-08,1844.35,55.0,25.4,13.5,19.41,99.0,66.0,79.5,9.5,2056.4,1348.3,,,0.0,3.0,0.0,251,9,3,0.0,8.0,0,0,36
2022-09-09,938.34,31.0,31.0,12.3,22.05,100.0,42.0,81.5,8.4,649.5,76.65,,,3.6,4.0,0.0,252,9,3,3.4,9.0,0,0,36
2022-09-10,1968.68,62.0,16.4,4.3,10.89,100.0,40.0,70.0,14.0,3132.3,1997.9,,,0.2,5.0,1.0,253,9,3,0.0,10.0,0,0,36
2022-09-11,2636.11,76.0,18.5,3.0,10.25,100.0,45.0,83.5,6.3,2988.5,1317.2,,,0.0,6.0,1.0,254,9,3,0.0,11.0,0,0,36
2022-09-12,1291.54,35.0,20.2,10.4,14.29,95.0,52.0,77.5,16.5,2523.7,1400.7,,,0.0,0.0,0.0,255,9,3,0.0,12.0,0,0,37
2022-09-13,1241.06,35.0,21.2,10.6,14.76,100.0,55.0,85.0,18.5,3083.6,1220.9,,,0.0,1.0,0.0,256,9,3,0.0,13.0,0,0,37
2022-09-14,903.21,30.0,19.5,12.4,15.42,99.0,58.0,81.0,15.3,1840.9,1165.5,,,0.0,2.0,0.0,257,9,3,0.0,14.0,0,0,37
2022-09-15,1066.04,31.0,21.1,11.6,15.31,99.0,59.0,83.5,11.1,2859.1,909.8,,,0.0,3.0,0.0,258,9,3,0.0,15.0,0,0,37
2022-09-16,1777.48,52.0,22.7,13.2,17.04,99.0,55.0,83.5,22.9,3086.1,1444.5,,,0.0,4.0,0.0,259,9,3,0.0,16.0,0,0,37
2022-09-17,3328.11,101.0,23.6,11.4,17.05,100.0,49.0,75.5,21.0,3183.1,2094.6,,,0.0,5.0,1.0,260,9,3,0.0,17.0,0,0,37
2022-09-18,4924.0,150.0,24.6,10.6,17.33,100.0,34.0,70.0,8.5,3208.0,1642.9,,,0.0,6.0,1.0,261,9,3,0.0,18.0,0,0,37
2022-09-19,925.97,30.0,18.5,14.7,15.96,100.0,67.0,99.5,2.7,410.6,173.6,10.6,2.13,24.0,0.0,0.0,262,9,3,7.4,19.0,0,1,38
2022-09-20,4253.45,130.0,22.2,13.1,16.88,100.0,56.0,94.0,0.1,3221.1,503.1,7.0,1.59,0.0,1.0,0.0,263,9,3,0.0,20.0,1,0,38
2022-09-21,738.82,25.0,18.3,13.4,15.9,100.0,69.0,91.0,6.2,1846.8,737.5,11.4,2.74,0.0,2.0,0.0,264,9,3,0.0,21.0,0,0,38
2022-09-22,325.05,12.0,14.9,9.9,12.72,100.0,76.0,96.0,8.9,1447.9,719.8,9.2,1.82,1.8,3.0,0.0,265,9,3,0.6,22.0,0,0,38
2022-09-23,1178.52,36.0,19.2,4.8,11.62,100.0,36.0,84.0,24.9,3198.6,2103.4,6.6,1.18,0.2,4.0,0.0,266,9,3,0.0,23.0,0,0,38
2022-09-24,2992.63,88.0,20.5,4.6,12.3,100.0,41.0,80.0,28.5,3290.1,2253.2,9.5,1.61,0.0,5.0,1.0,267,9,3,0.0,24.0,0,0,38
2022-09-25,3183.82,101.0,19.4,11.1,14.91,98.0,60.0,79.0,22.9,1687.4,821.8,7.8,2.32,0.0,6.0,1.0,268,9,3,0.0,25.0,0,0,38
2022-09-26,2249.49,62.0,24.9,12.0,17.99,100.0,51.0,83.0,0.8,2918.0,1247.6,6.7,1.07,0.0,0.0,0.0,269,9,3,0.0,26.0,0,0,39
2022-09-27,1741.25,42.0,24.9,10.5,17.79,100.0,36.0,76.0,29.8,3304.5,2229.1,6.8,1.37,0.0,1.0,0.0,270,9,3,0.0,27.0,0,0,39
2022-09-28,1403.74,33.0,21.8,11.4,16.84,100.0,42.0,67.0,38.2,2826.4,1386.2,12.4,3.02,0.0,2.0,0.0,271,9,3,0.0,28.0,0,0,39
2022-09-29,966.24,29.0,20.4,10.8,15.26,91.0,47.0,72.0,12.5,2479.2,1504.3,12.0,3.88,0.0,3.0,0.0,272,9,3,0.0,29.0,0,0,39
2022-09-30,857.61,29.0,17.1,12.2,14.78,100.0,73.0,94.0,32.8,952.4,558.7,8.5,1.88,2.4,4.0,0.0,273,9,3,2.4,30.0,0,0,39
2022-10-01,3368.95,130.0,23.1,14.8,17.55,100.0,51.0,95.0,0.0,2664.0,1436.5,6.0,1.28,0.6,5.0,1.0,274,10,4,0.0,1.0,0,0,39
2022-10-02,6410.28,201.0,21.7,11.2,15.75,100.0,53.0,93.0,33.7,2620.9,1445.9,7.2,1.84,0.0,6.0,1.0,275,10,4,0.0,2.0,0,0,39
2022-10-03,1967.18,62.0,22.8,8.0,14.86,100.0,47.0,98.0,39.9,3295.6,2050.6,6.7,1.1,0.2,0.0,0.0,276,10,4,0.0,3.0,0,0,40
2022-10-04,1862.2,62.0,21.4,8.5,14.74,100.0,39.0,66.5,40.6,3492.3,2275.3,9.9,2.58,0.0,1.0,0.0,277,10,4,0.0,4.0,0,0,40
2022-10-05,2375.48,82.0,26.1,10.7,17.26,100.0,52.0,69.0,31.8,3426.1,2068.0,10.3,2.85,0.0,2.0,0.0,278,10,4,0.0,5.0,0,0,40
2022-10-06,1504.5,55.0,21.4,15.2,17.88,100.0,60.0,99.0,7.2,931.8,491.2,9.3,1.83,9.4,3.0,0.0,279,10,4,1.0,6.0,0,0,40
2022-10-07,3014.83,110.0,24.3,14.1,18.27,100.0,39.0,81.0,0.0,3017.9,1549.6,9.5,1.98,21.2,4.0,0.0,280,10,4,0.0,7.0,0,0,40
2022-10-08,4983.18,160.0,27.2,10.1,18.95,100.0,35.0,54.0,43.4,3365.5,2150.8,11.7,2.08,0.0,5.0,1.0,281,10,4,0.0,8.0,0,0,40
2022-10-09,3515.27,115.0,20.1,9.3,12.89,96.0,39.0,72.0,16.8,3305.1,624.2,8.9,1.49,0.4,6.0,1.0,282,10,4,0.0,9.0,0,0,40
2022-10-10,898.88,25.0,16.2,6.3,10.82,100.0,50.0,92.5,2.0,3034.1,465.5,14.3,2.42,7.8,0.0,0.0,283,10,4,7.6,10.0,0,0,41
2022-10-11,1422.59,42.0,17.8,11.7,14.34,100.0,84.0,97.5,0.3,1025.3,332.9,8.5,1.73,2.0,1.0,0.0,284,10,4,1.2,11.0,0,1,41
2022-10-12,5381.3,170.0,23.5,14.9,17.75,100.0,45.0,92.0,52.3,3370.1,1641.5,7.0,1.29,0.8,2.0,0.0,285,10,4,0.0,12.0,1,0,41
2022-10-13,2966.68,90.0,25.9,10.1,17.9,100.0,40.0,83.5,68.2,3476.0,2390.4,6.4,1.16,0.0,3.0,0.0,286,10,4,0.0,13.0,0,0,41
2022-10-14,1207.07,42.0,19.6,12.4,15.86,91.0,57.0,69.0,46.8,1714.2,1193.1,12.6,3.88,0.0,4.0,0.0,287,10,4,0.0,14.0,0,0,41
2022-10-15,3602.75,112.0,23.8,13.5,17.91,87.0,57.0,75.5,72.3,3487.8,2079.2,12.0,3.82,0.0,5.0,1.0,288,10,4,0.0,15.0,0,0,41
2022-10-16,5835.15,165.0,25.9,15.3,19.12,100.0,49.0,85.0,61.8,3020.9,998.4,8.0,1.94,0.0,6.0,1.0,289,10,4,0.0,16.0,0,0,41
2022-10-17,2341.69,80.0,24.6,11.2,17.42,100.0,51.0,83.0,2.1,2931.1,1385.5,11.2,2.24,0.0,0.0,0.0,290,10,4,0.0,17.0,0,0,42
2022-10-18,2408.02,79.0,24.4,16.8,19.58,91.0,60.0,82.5,76.0,2767.5,1173.6,13.4,3.69,0.0,1.0,0.0,291,10,4,0.0,18.0,0,0,42
2022-10-19,2221.61,79.0,27.1,16.5,20.82,100.0,54.0,84.5,2.3,3392.1,1440.35,8.0,2.16,0.0,2.0,0.0,292,10,4,0.0,19.0,0,0,42
2022-10-20,2215.08,79.0,25.1,17.0,19.92,100.0,68.0,90.0,3.6,1904.4,544.65,8.5,2.15,3.0,3.0,0.0,293,10,4,3.0,20.0,0,0,42
2022-10-21,2766.12,98.0,26.4,18.3,20.8,100.0,52.0,85.0,0.0,3399.3,1002.5,10.8,2.17,0.4,4.0,0.0,294,10,4,0.2,21.0,0,0,42
2022-10-22,3846.06,135.0,24.2,15.2,18.77,100.0,49.0,87.0,2.6,2942.9,917.4,6.9,1.78,0.0,5.0,1.0,295,10,4,0.0,22.0,0,0,42
2022-10-23,6619.68,189.0,24.8,14.2,18.17,100.0,31.0,79.0,4.1,3508.7,1789.7,7.7,1.4,0.0,6.0,1.0,296,10,4,0.0,23.0,0,0,42
2022-10-24,2301.7,82.0,25.4,10.0,18.0,100.0,43.0,72.5,4.2,3668.3,2052.35,10.8,2.29,0.0,0.0,0.0,297,10,4,0.0,24.0,0,0,43
2022-10-25,2621.26,92.0,28.6,13.5,20.3,100.0,41.0,72.5,6.1,3637.9,2121.6,8.3,2.5,0.0,1.0,0.0,298,10,4,0.0,25.0,0,0,43
2022-10-26,2078.94,66.0,33.3,15.4,21.48,100.0,32.0,84.5,1.6,2671.2,849.6,14.2,2.68,15.0,2.0,0.0,299,10,4,15.0,26.0,0,0,43
